Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index)
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1709
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),81
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),317
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),528
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),523
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),261
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1668
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),74
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),362
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),517
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),488
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),227
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1637
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),92
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),167
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),542
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),561
Bus - StL Bus Index,Origin,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),276
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1164
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),42
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),217
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),378
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),364
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),163
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1130
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),29
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),257
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),360
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),350
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),134
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1138
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),65
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),103
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),414
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),367
Bus - StL Bus Index,Origin,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),189
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),687
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),13
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),162
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),212
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),214
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),85
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),687
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),14
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),208
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),190
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),197
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),78
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),626
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),14
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),71
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),241
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),220
Bus - StL Bus Index,Origin,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),80
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1487
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),56
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),280
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),439
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),476
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),236
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1495
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),55
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),330
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),409
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),496
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),205
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1308
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),61
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),164
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),426
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),408
Bus - StL Bus Index,Origin,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),249
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),763
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),17
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),148
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),244
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),223
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),132
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),735
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),10
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),181
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),223
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),220
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),101
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),746
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),33
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),68
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),293
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),203
Bus - StL Bus Index,Origin,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),148
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1017
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),21
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),205
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),337
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),328
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),125
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1066
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),16
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),255
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),352
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),347
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),96
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),807
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),35
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),86
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),314
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),228
Bus - StL Bus Index,Origin,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),144
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1632
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),43
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),235
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),552
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),528
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),274
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1593
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),32
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),275
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),519
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),535
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),232
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1559
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),64
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),126
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),584
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),493
Bus - StL Bus Index,Origin,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),292
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),640
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),41
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),109
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),201
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),182
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),107
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),640
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),43
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),131
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),194
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),186
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),85
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),602
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),36
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),62
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),218
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),155
Bus - StL Bus Index,Origin,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),130
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),735
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),48
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),153
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),214
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),200
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),120
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),744
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),40
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),182
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),214
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),204
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),105
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),677
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),73
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),71
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),212
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),199
Bus - StL Bus Index,Origin,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),122
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2296
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),153
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),325
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),704
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),686
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),427
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2174
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),73
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),384
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),691
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),691
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),335
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2313
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),339
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),153
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),705
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),602
Bus - StL Bus Index,Origin,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),515
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2117
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),105
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),400
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),617
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),600
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),395
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2188
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),75
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),500
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),645
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),628
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),341
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1726
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),167
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),150
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),529
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),462
Bus - StL Bus Index,Origin,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),418
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1346
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),82
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),160
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),389
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),410
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),305
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1288
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),43
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),208
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),373
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),419
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),244
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1319
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),174
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),57
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),402
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),353
Bus - StL Bus Index,Origin,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),334
Bus - StL Bus Index,Origin,N/A,27053104001,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1083
Bus - StL Bus Index,Origin,N/A,27053104001,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),33
Bus - StL Bus Index,Origin,N/A,27053104001,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),191
Bus - StL Bus Index,Origin,N/A,27053104001,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),359
Bus - StL Bus Index,Origin,N/A,27053104001,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),365
Bus - StL Bus Index,Origin,N/A,27053104001,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),135
Bus - StL Bus Index,Origin,N/A,27053104001,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1218
